주문번호,주문일자,배송일자,배송방식,고객번호,고객이름,고객구분,국가,권역,시/도,시/군/구,제품번호,제품명,분류1,분류2,매출,판매량,할인율,수익,반품여부,수익률
CA-2020-112123,2020-03-03,2020-03-08,일반배송,BH-11710,나정진,개인고객,대한민국,영남,경상북도,경산시,OFF-BI-10001071,GBC ProClick Punch Binding System,사무용품,바인더,542582.39,7,0.0,265865.3711,Yes,49.0
CA-2020-112123,2020-03-03,2020-03-08,일반배송,BH-11710,나정진,개인고객,대한민국,영남,경상북도,경산시,TEC-PH-10001557,Pyle PMP37LED,전자제품,전화기,581459.425,5,0.0,156994.04475,Yes,26.999999999999996
CA-2020-112123,2020-03-03,2020-03-08,일반배송,BH-11710,나정진,개인고객,대한민국,영남,경상북도,경산시,OFF-PA-10001977,Xerox 194,사무용품,종이류,201642.06,3,0.0,96788.1888,Yes,48.00000000000001
CA-2019-114468,2019-08-23,2019-08-23,당일배송,TD-20995,한만규,개인고객,대한민국,영남,경상남도,통영시,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,사무용품,문구류,38380.32,4,0.2,3358.278,No,8.75
CA-2019-114468,2019-08-23,2019-08-23,당일배송,TD-20995,한만규,개인고객,대한민국,영남,경상남도,통영시,OFF-PA-10000809,Xerox 206,사무용품,종이류,12560.832,2,0.2,4396.2912,No,35.0
CA-2019-114468,2019-08-23,2019-08-23,당일배송,TD-20995,한만규,개인고객,대한민국,영남,경상남도,통영시,OFF-FA-10003021,Staples,사무용품,집게류,14576.768,8,0.2,2733.144,No,18.749999999999996
CA-2019-114468,2019-08-23,2019-08-23,당일배송,TD-20995,한만규,개인고객,대한민국,영남,경상남도,통영시,OFF-AP-10000696,Holmes Odor Grabber,사무용품,집기비품,6987.932,2,0.8,-16421.6402,No,-235.0
CA-2021-135692,2021-04-27,2021-05-01,일반배송,CV-12805,류하민,기업고객,대한민국,강원,강원도,태백시,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",사무용품,라벨류,40124.88,4,0.2,14043.708,Yes,35.0
CA-2021-135692,2021-04-27,2021-05-01,일반배송,CV-12805,류하민,기업고객,대한민국,강원,강원도,태백시,FUR-BO-10002268,Sauder Barrister Bookcases,가구,책장,266851.7744,4,0.32,-51015.7804,Yes,-19.117647058823533
CA-2021-131233,2021-04-14,2021-04-19,일반배송,CS-12355,노홍익,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-BI-10000829,Avery Non-Stick Binders,사무용품,바인더,13055.124,3,0.2,4242.9153,No,32.49999999999999
CA-2021-131233,2021-04-14,2021-04-19,일반배송,CS-12355,노홍익,개인고객,대한민국,제주,제주특별자치도,제주시,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",가구,책장,293609.448,3,0.2,11010.3543,No,3.7500000000000004
CA-2021-119578,2021-12-22,2021-12-27,빠른배송,JG-15310,손슬현,기업고객,대한민국,충청,충청남도,아산시,OFF-SU-10003505,Premier Electric Letter Opener,사무용품,문구류,842186.34,6,0.0,42109.3169999999,No,4.9999999999999885
CA-2021-119578,2021-12-22,2021-12-27,빠른배송,JG-15310,손슬현,기업고객,대한민국,충청,충청남도,아산시,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",가구,책장,267717.27,1,0.0,61574.9721,No,23.0
CA-2020-124562,2020-12-08,2020-12-12,일반배송,JP-16135,심소연,홈오피스,대한민국,영남,경상북도,경주시,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",사무용품,바인더,15697.4055,7,0.7,-11511.4307,No,-73.33333333333334
US-2021-140074,2021-03-23,2021-03-29,일반배송,EC-14050,배승지,개인고객,대한민국,영남,경상북도,포항시,OFF-PA-10002741,Xerox 1980,사무용품,종이류,31111.32,6,0.0,14000.094,No,44.99999999999999
CA-2020-103037,2020-07-25,2020-07-29,일반배송,KH-16630,양제성,기업고객,대한민국,충청,충청남도,홍성군,OFF-LA-10004345,Avery 493,사무용품,라벨류,19035.088,4,0.2,6900.2194,No,36.25
CA-2021-127460,2021-07-10,2021-07-14,일반배송,FG-14260,백다솜,홈오피스,대한민국,충청,충청남도,논산시,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",사무용품,수납제품,361589.136,6,0.2,31639.0494,No,8.75
CA-2020-121671,2020-07-17,2020-07-22,일반배송,AA-10480,고형진,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-PA-10001471,Strathmore Photo Frame Cards,사무용품,종이류,26568.195,3,0.0,12221.3697,No,46.0
CA-2020-121671,2020-07-17,2020-07-22,일반배송,AA-10480,고형진,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",사무용품,수납제품,294321.81,3,0.0,5886.43620000002,No,2.000000000000007
CA-2020-121671,2020-07-17,2020-07-22,일반배송,AA-10480,고형진,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",사무용품,종이류,9255.86,1,0.0,4535.3714,No,49.0
CA-2020-121671,2020-07-17,2020-07-22,일반배송,AA-10480,고형진,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-PA-10001934,Xerox 1993,사무용품,종이류,62804.16,8,0.0,30774.0384,No,49.0
CA-2020-121671,2020-07-17,2020-07-22,일반배송,AA-10480,고형진,개인고객,대한민국,수도권,서울특별시,영등포구,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,사무용품,수납제품,321253.455,1,0.0,57825.6219,No,18.0
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,TEC-MA-10001972,Okidata C331dn Printer,전자제품,사무기기,1014752.4,3,0.2,76106.4300000001,No,7.50000000000001
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",사무용품,봉투류,164642.85,5,0.0,77382.1395,No,47.0
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,OFF-PA-10002160,Xerox 1978,사무용품,종이류,42014.82,6,0.0,20587.2618,No,49.0
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,가구,의자,645370.896,6,0.2,-48402.8172,No,-7.5
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",사무용품,집기비품,52215.65,5,0.0,13576.069,No,26.0
CA-2020-150350,2020-08-23,2020-08-30,일반배송,MS-17770,이동인,개인고객,대한민국,영남,울산광역시,남구,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,사무용품,문구류,19238.62,4,0.0,192.386199999999,No,0.9999999999999948
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,가구,의자,1361629.08,5,0.2,-221264.7255,No,-16.249999999999996
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,TEC-PH-10002496,Cisco SPA301,전자제품,전화기,302371.016,2,0.2,37796.377,No,12.5
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",가구,가구소품,58966.128,3,0.2,8844.9192,No,15.000000000000002
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",사무용품,필기구,73620.432,2,0.2,9202.55399999999,No,12.499999999999984
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,사무용품,바인더,95223.9,5,0.7,-76179.12,No,-80.0
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,사무용품,바인더,4564.932,2,0.7,-3804.11,No,-83.33333333333334
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,사무용품,수납제품,1255869.976,2,0.2,62793.4988,No,5.0
CA-2019-121720,2019-06-11,2019-06-12,특급배송,JE-15610,송석준,기업고객,대한민국,영남,부산광역시,영도구,OFF-ST-10003816,Fellowes High-Stak Drawer Files,사무용품,수납제품,683053.392,4,0.2,25614.5022,No,3.75
CA-2021-149895,2021-09-08,2021-09-12,일반배송,EB-14110,배자철,개인고객,대한민국,호남,전라남도,곡성군,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,전자제품,전화기,313206.672,2,0.4,-57421.2232,No,-18.333333333333332
CA-2021-147564,2021-10-02,2021-10-06,일반배송,BP-11155,김금주,개인고객,대한민국,수도권,서울특별시,강북구,OFF-PA-10004438,Xerox 1907,사무용품,종이류,59508.88,4,0.0,27969.1736,No,47.0
CA-2018-136399,2018-12-16,2018-12-17,특급배송,CC-12100,노경민,홈오피스,대한민국,영남,경상북도,경산시,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",가구,가구소품,53863.29,2,0.0,17774.8857,No,32.99999999999999
CA-2018-136399,2018-12-16,2018-12-17,특급배송,CC-12100,노경민,홈오피스,대한민국,영남,경상북도,경산시,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,가구,의자,292659.632,2,0.2,21949.4724,No,7.5
CA-2018-136399,2018-12-16,2018-12-17,특급배송,CC-12100,노경민,홈오피스,대한민국,영남,경상북도,경산시,TEC-AC-10001142,First Data FD10 PIN Pad,전자제품,컴퓨터소품,478542.5,5,0.0,47854.2499999999,No,9.999999999999979
CA-2018-136399,2018-12-16,2018-12-17,특급배송,CC-12100,노경민,홈오피스,대한민국,영남,경상북도,경산시,TEC-PH-10004977,GE 30524EE4,전자제품,전화기,759814.032,4,0.2,85479.0785999999,No,11.249999999999988
CA-2018-107916,2018-08-24,2018-08-26,특급배송,JP-15460,손지원,기업고객,대한민국,충청,충청북도,진천군,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,가구,가구소품,16088.72,2,0.0,7722.5856,No,48.00000000000001
CA-2018-107916,2018-08-24,2018-08-26,특급배송,JP-15460,손지원,기업고객,대한민국,충청,충청북도,진천군,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",사무용품,바인더,15352.128,3,0.2,5373.2448,No,35.0
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,OFF-BI-10000666,Surelock Post Binders,사무용품,바인더,37023.44,5,0.8,-55535.16,No,-150.0
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,사무용품,수납제품,94438.848,3,0.2,-18887.7696,No,-20.0
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,전자제품,전화기,82372.308,1,0.2,10296.5385,No,12.5
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",사무용품,봉투류,14809.376,2,0.2,5368.3988,No,36.25
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,전자제품,컴퓨터소품,54255.816,2,0.2,-678.197700000006,No,-1.250000000000011
CA-2021-164168,2021-11-12,2021-11-18,일반배송,LS-16975,우승희,홈오피스,대한민국,수도권,서울특별시,관악구,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",가구,가구소품,27680.352,3,0.6,-21452.2728,No,-77.5
CA-2019-112557,2019-04-25,2019-04-28,특급배송,JL-15850,신성윤,개인고객,대한민국,수도권,서울특별시,강남구,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",사무용품,집기비품,250089.945,3,0.0,110039.5758,No,44.0
US-2018-122959,2018-12-12,2018-12-12,당일배송,CY-12745,류주호,기업고객,대한민국,영남,부산광역시,사하구,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,사무용품,바인더,254889.908,2,0.8,-407823.8528,No,-160.0
CA-2021-162572,2021-09-25,2021-09-27,빠른배송,RB-19360,조성보,개인고객,대한민국,수도권,경기도,수원시,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,전자제품,컴퓨터소품,145331.54,5,0.2,43599.462,No,30.0
CA-2021-162572,2021-09-25,2021-09-27,빠른배송,RB-19360,조성보,개인고객,대한민국,수도권,경기도,수원시,OFF-AR-10001547,Newell 311,사무용품,필기구,12851.592,6,0.2,1124.5143,No,8.75
US-2020-148110,2020-09-05,2020-09-11,일반배송,AR-10825,권승우,기업고객,대한민국,수도권,서울특별시,금천구,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",가구,의자,421362.123,7,0.3,-30097.2945,No,-7.142857142857142
CA-2021-131828,2021-02-11,2021-02-13,빠른배송,CS-11845,나희라,기업고객,대한민국,충청,충청남도,청양군,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",가구,의자,1166839.264,4,0.2,131269.4172,Yes,11.25
CA-2021-131828,2021-02-11,2021-02-13,빠른배송,CS-11845,나희라,기업고객,대한민국,충청,충청남도,청양군,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",전자제품,전화기,107552.124,3,0.2,9410.81085,Yes,8.75
CA-2018-109218,2018-06-30,2018-07-03,빠른배송,AR-10825,권승우,기업고객,대한민국,수도권,서울특별시,금천구,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",사무용품,필기구,39252.6,5,0.0,12560.832,No,32.0
CA-2020-120558,2020-06-07,2020-06-10,특급배송,RD-19810,지호경,홈오피스,대한민국,수도권,서울특별시,강북구,OFF-PA-10003441,Xerox 226,사무용품,종이류,39252.6,5,0.0,18841.248,No,48.0
US-2018-109036,2018-12-20,2018-12-25,일반배송,KH-16510,양다희,개인고객,대한민국,수도권,경기도,과천시,OFF-LA-10002043,Avery 489,사무용품,라벨류,37617.075,3,0.0,18056.196,No,48.00000000000001
CA-2019-147830,2019-12-15,2019-12-18,특급배송,NF-18385,임지후,개인고객,대한민국,수도권,경기도,광주시,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,전자제품,컴퓨터소품,2453723.64,6,0.2,736117.092,No,30.0
CA-2019-147830,2019-12-15,2019-12-18,특급배송,NF-18385,임지후,개인고객,대한민국,수도권,경기도,광주시,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,전자제품,사무기기,2180692.731,2,0.7,-3198349.3388,No,-146.66666666666666
CA-2019-147830,2019-12-15,2019-12-18,특급배송,NF-18385,임지후,개인고객,대한민국,수도권,경기도,광주시,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,전자제품,전화기,123558.462,2,0.4,-20593.077,No,-16.666666666666668
CA-2019-147830,2019-12-15,2019-12-18,특급배송,NF-18385,임지후,개인고객,대한민국,수도권,경기도,광주시,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",가구,가구소품,318459.736,7,0.2,83595.6807,No,26.25
CA-2021-150497,2021-07-20,2021-07-24,일반배송,SM-20950,한규화,기업고객,대한민국,호남,전라북도,정읍시,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,사무용품,바인더,891639.77,2,0.0,401237.8965,No,44.99999999999999
CA-2018-128986,2018-08-03,2018-08-05,빠른배송,GH-14410,백종수,홈오피스,대한민국,수도권,서울특별시,서대문구,OFF-PA-10001289,White Computer Printout Paper by Universal,사무용품,종이류,112698.576,3,0.2,40853.2338,No,36.25
CA-2019-139584,2019-08-24,2019-08-28,일반배송,EM-13810,박현철,기업고객,대한민국,수도권,경기도,의정부시,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,가구,책상,344506.986,2,0.4,-91868.5296000001,No,-26.666666666666693
CA-2019-139584,2019-08-24,2019-08-28,일반배송,EM-13810,박현철,기업고객,대한민국,수도권,경기도,의정부시,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,전자제품,컴퓨터소품,31499.0,2,0.0,14174.55,No,44.99999999999999
US-2020-162677,2020-03-26,2020-03-27,특급배송,DB-13210,민문희,개인고객,대한민국,충청,대전광역시,대덕구,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",사무용품,수납제품,81945.86,5,0.2,7170.26275,No,8.75
US-2020-162677,2020-03-26,2020-03-27,특급배송,DB-13210,민문희,개인고객,대한민국,충청,대전광역시,대덕구,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,전자제품,컴퓨터소품,145350.924,3,0.2,-21802.6386,No,-15.0
US-2018-150924,2018-09-12,2018-09-16,빠른배송,PT-19090,정준서,개인고객,대한민국,수도권,서울특별시,강남구,OFF-BI-10004040,Wilson Jones Impact Binders,사무용품,바인더,6275.57,5,0.8,-9727.1335,No,-155.0
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,OFF-EN-10001539,Staple envelope,사무용품,봉투류,18850.94,2,0.0,8859.9418,No,47.00000000000001
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",사무용품,봉투류,94921.025,5,0.0,44612.88175,No,47.0
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,OFF-AR-10001615,Newell 34,사무용품,필기구,72108.48,3,0.0,18748.2048,No,26.0
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,OFF-PA-10000327,Xerox 1971,사무용품,종이류,46666.98,9,0.0,21000.141,No,44.99999999999999
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,전자제품,전화기,290740.616,2,0.2,29074.0616,No,10.0
CA-2018-153969,2018-09-21,2018-09-25,일반배송,HF-14995,성유람,개인고객,대한민국,수도권,경기도,고양시,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",사무용품,종이류,23442.525,3,0.0,11486.83725,No,49.0
CA-2020-146682,2020-10-29,2020-10-31,특급배송,KW-16435,안주찬,개인고객,대한민국,수도권,경기도,오산시,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,가구,가구소품,81170.5,5,0.0,38961.84,No,48.0
CA-2020-138695,2020-05-28,2020-06-03,일반배송,KC-16675,오규식,기업고객,대한민국,영남,대구광역시,달성군,FUR-CH-10003833,Novimex Fabric Task Chair,가구,의자,472814.528,8,0.2,-29550.908,No,-6.25
CA-2020-138695,2020-05-28,2020-06-03,일반배송,KC-16675,오규식,기업고객,대한민국,영남,대구광역시,달성군,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),사무용품,종이류,75345.608,13,0.2,23545.5025,No,31.25
CA-2021-107461,2021-12-21,2021-12-26,빠른배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,사무용품,바인더,28930.62,6,0.0,13597.3914,No,47.0
US-2020-133879,2020-03-21,2020-03-28,일반배송,KT-16465,안지우,개인고객,대한민국,영남,경상남도,밀양시,OFF-BI-10004465,Avery Durable Slant Ring Binders,사무용품,바인더,3838.032,2,0.8,-5757.048,No,-149.99999999999997
US-2020-133879,2020-03-21,2020-03-28,일반배송,KT-16465,안지우,개인고객,대한민국,영남,경상남도,밀양시,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",가구,의자,640192.945,5,0.3,0.0,No,0.0
US-2020-133879,2020-03-21,2020-03-28,일반배송,KT-16465,안지우,개인고객,대한민국,영남,경상남도,밀양시,OFF-AR-10004956,Newell 33,사무용품,필기구,16224.408,3,0.2,1825.2459,No,11.25
CA-2021-157483,2021-11-11,2021-11-18,일반배송,EP-13915,반세찬,개인고객,대한민국,수도권,서울특별시,성북구,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,사무용품,필기구,220323.39,7,0.0,61690.5492,No,27.999999999999996
US-2021-132059,2021-09-23,2021-09-29,일반배송,AP-10915,권은설,개인고객,대한민국,수도권,서울특별시,중구,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",가구,책장,218782.362,2,0.7,-291709.816,No,-133.33333333333331
US-2021-132059,2021-09-23,2021-09-29,일반배송,AP-10915,권은설,개인고객,대한민국,수도권,서울특별시,중구,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,전자제품,컴퓨터소품,58132.616,2,0.2,726.657699999996,No,1.2499999999999931
CA-2021-122280,2021-09-10,2021-09-10,당일배송,SH-20395,최민종,개인고객,대한민국,영남,경상북도,경주시,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",사무용품,종이류,22727.74,2,0.0,10909.3152,No,47.99999999999999
CA-2021-105235,2021-12-05,2021-12-11,일반배송,SM-20950,한규화,기업고객,대한민국,호남,전라북도,정읍시,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",가구,가구소품,25368.81,3,0.0,7356.9549,No,28.999999999999996
CA-2021-105235,2021-12-05,2021-12-11,일반배송,SM-20950,한규화,기업고객,대한민국,호남,전라북도,정읍시,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",가구,가구소품,71090.82,2,0.0,22038.1542,No,31.0
CA-2021-105235,2021-12-05,2021-12-11,일반배송,SM-20950,한규화,기업고객,대한민국,호남,전라북도,정읍시,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,사무용품,집기비품,308811.35,5,0.0,83379.0645,No,27.0
CA-2021-152912,2021-11-09,2021-11-12,빠른배송,BM-11650,나수호,기업고객,대한민국,수도권,경기도,구리시,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,사무용품,바인더,11678.86,2,0.0,5372.2756,No,46.0
CA-2021-152912,2021-11-09,2021-11-12,빠른배송,BM-11650,나수호,기업고객,대한민국,수도권,경기도,구리시,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,전자제품,컴퓨터소품,1001450.13,3,0.0,430623.5559,No,43.0
CA-2021-152912,2021-11-09,2021-11-12,빠른배송,BM-11650,나수호,기업고객,대한민국,수도권,경기도,구리시,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,사무용품,수납제품,1978549.11,9,0.0,573779.2419,No,28.999999999999996
CA-2021-152912,2021-11-09,2021-11-12,빠른배송,BM-11650,나수호,기업고객,대한민국,수도권,경기도,구리시,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,사무용품,수납제품,659516.37,3,0.0,191259.7473,No,28.999999999999996
CA-2018-123498,2018-11-07,2018-11-09,특급배송,TC-20980,한다인,기업고객,대한민국,호남,전라북도,김제시,OFF-BI-10000632,Satellite Sectional Post Binders,사무용품,바인더,31554.729,3,0.8,-53643.0393,Yes,-170.0
CA-2018-123498,2018-11-07,2018-11-09,특급배송,TC-20980,한다인,기업고객,대한민국,호남,전라북도,김제시,OFF-EN-10004773,Staple envelope,사무용품,봉투류,90077.448,3,0.2,32653.0749,Yes,36.25
CA-2021-159352,2021-03-12,2021-03-17,일반배송,KB-16585,양은준,기업고객,대한민국,영남,울산광역시,남구,TEC-PH-10004700,PowerGen Dual USB Car Charger,전자제품,전화기,84720.195,7,0.0,38971.2897,No,46.0
US-2021-146416,2021-10-20,2021-10-22,빠른배송,JE-16165,심승탁,기업고객,대한민국,영남,경상북도,영양군,OFF-LA-10003714,Avery 510,사무용품,라벨류,4543.125,1,0.0,2180.7,No,48.0
US-2021-146416,2021-10-20,2021-10-22,빠른배송,JE-16165,심승탁,기업고객,대한민국,영남,경상북도,영양군,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,사무용품,바인더,25354.272,4,0.2,9190.9236,No,36.25
US-2019-163783,2019-12-27,2020-01-01,일반배송,DR-12940,문규리,홈오피스,대한민국,영남,경상북도,김천시,OFF-ST-10002957,Sterilite Show Offs Storage Containers,사무용품,수납제품,15352.128,3,0.2,-3838.032,No,-25.0
CA-2021-123981,2021-10-02,2021-10-08,일반배송,RW-19630,주영호,기업고객,대한민국,호남,전라남도,영암군,TEC-PH-10002115,Plantronics 81402,전자제품,전화기,79946.885,1,0.0,20786.1901,No,26.0
CA-2021-158953,2021-06-04,2021-06-08,일반배송,ML-18040,이준모,기업고객,대한민국,충청,충청남도,아산시,OFF-BI-10002557,Presstex Flexible Ring Binders,사무용품,바인더,7717.255,7,0.8,-11575.8825,No,-150.0
CA-2018-165428,2018-09-01,2018-09-04,특급배송,JL-15130,소유희,개인고객,대한민국,수도권,서울특별시,중랑구,OFF-BI-10002949,Prestige Round Ring Binders,사무용품,바인더,4419.552,3,0.8,-7292.2608,No,-165.0
CA-2018-165428,2018-09-01,2018-09-04,특급배송,JL-15130,소유희,개인고객,대한민국,수도권,서울특별시,중랑구,OFF-PA-10004100,Xerox 216,사무용품,종이류,37682.496,6,0.2,13188.8736,No,35.0
CA-2020-169026,2020-08-08,2020-08-13,일반배송,CM-12655,류요환,홈오피스,대한민국,수도권,서울특별시,송파구,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",사무용품,집게류,28276.41,3,0.0,282.7641,No,1.0
CA-2021-109750,2021-07-22,2021-07-28,일반배송,FH-14365,백유린,기업고객,대한민국,충청,충청북도,음성군,TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",전자제품,전화기,36308.655,3,0.0,17065.06785,No,47.0
CA-2019-149384,2019-07-10,2019-07-10,당일배송,EH-13945,반종철,개인고객,대한민국,수도권,서울특별시,금천구,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,사무용품,바인더,4077.909,3,0.7,-2718.606,No,-66.66666666666667
CA-2018-131527,2018-12-01,2018-12-07,일반배송,TB-21280,허도희,개인고객,대한민국,호남,광주광역시,광산구,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",전자제품,전화기,116265.232,4,0.2,11626.5232,No,10.0
